Fecha y Hora,Nombre,Lote,Resultado
2026-05-10 02:14:51,Capitana Albatros,Lote 10,AUTORIZADO
2026-05-10 10:09:31;Capitana Albatros;Lote 10;AUTORIZADO
2026-05-10 10:15:23;Capitana Albatros;Lote 10;AUTORIZADO
